Operação,Tipo,No. Invoice,Incoterm,Origem,ID País Destino,Local Destino,ID Operador Logístico,Doc. Embarque (AWB / BL),Peso (kg),Volume (cbm),Tipo de serviço,Data da Coleta,Data da Entrega,Prazo Realizado,Prazo Contratado,Cód. Exceção
Importação,Marítimo ,989731,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.273,138.0,2.952,STANDARD,22/10/2023,20/11/2023,29,29,
Importação,Marítimo ,989732,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.274,550.0,2.952,STANDARD,15/06/2023,14/07/2023,29,29,
Importação,Marítimo ,989733,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.275,460.0,2.952,STANDARD,07/01/2023,05/02/2023,29,29,
Importação,Marítimo ,989734,EXW,PT-Portugal,BR,Santos,4089,0010-9249-802.276,247.0,2.952,STANDARD,22/09/2023,21/10/2023,29,29,
Importação,Marítimo ,989735,EXW,PT-Portugal,BR,Santos,4089,0010-9249-802.277,608.0,2.952,STANDARD,24/12/2023,22/01/2024,29,29,
Importação,Marítimo ,989736,EXW,PT-Portugal,BR,Santos,4089,0010-9249-802.278,440.0,2.952,STANDARD,04/01/2023,02/02/2023,29,29,
Importação,Marítimo ,989737,EXW,PT-Portugal,BR,Santos,4089,0010-9249-802.279,608.0,2.952,STANDARD,30/10/2023,28/11/2023,29,29,
Importação,Marítimo ,989738,EXW,PT-Portugal,BR,Santos,4089,0010-9249-802.280,364.0,2.952,STANDARD,25/12/2023,23/01/2024,29,29,
Importação,Marítimo ,989739,EXW,PT-Portugal,BR,Santos,4089,0010-9249-802.281,419.0,2.952,STANDARD,14/04/2023,13/05/2023,29,29,
Importação,Marítimo ,989740,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.282,511.0,2.952,STANDARD,04/06/2023,03/07/2023,29,29,
Importação,Marítimo ,989741,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.283,613.0,2.952,STANDARD,05/09/2023,04/10/2023,29,29,
Importação,Marítimo ,989742,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.284,306.0,2.952,STANDARD,04/05/2023,02/06/2023,29,29,
Importação,Marítimo ,989743,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.285,154.0,2.952,STANDARD,21/04/2023,20/05/2023,29,29,
Importação,Marítimo ,989744,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.286,415.0,2.952,STANDARD,06/06/2023,05/07/2023,29,29,
Importação,Marítimo ,989745,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.287,354.0,2.952,STANDARD,07/07/2023,11/08/2023,35,29,
Importação,Marítimo ,989746,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.288,361.0,2.952,STANDARD,13/12/2023,11/01/2024,29,29,
Importação,Marítimo ,989747,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.289,325.0,2.952,STANDARD,19/02/2023,20/03/2023,29,29,
Importação,Marítimo ,989748,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.290,501.0,2.952,STANDARD,16/06/2023,15/07/2023,29,29,
Importação,Marítimo ,989749,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.291,554.0,2.952,STANDARD,09/07/2023,07/08/2023,29,29,
Importação,Marítimo ,989750,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.292,284.0,2.952,STANDARD,22/02/2023,29/03/2023,35,29,
Importação,Marítimo ,989751,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.293,228.0,2.952,STANDARD,02/08/2023,31/08/2023,29,29,
Importação,Marítimo ,989752,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.294,614.0,2.952,STANDARD,19/01/2023,17/02/2023,29,29,
Importação,Marítimo ,989753,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.295,266.0,2.952,STANDARD,15/02/2023,20/03/2023,33,29,
Importação,Marítimo ,989754,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.296,236.0,2.952,STANDARD,24/11/2023,23/12/2023,29,29,
Importação,Marítimo ,989755,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.297,106.0,2.952,STANDARD,06/11/2023,05/12/2023,29,29,
Importação,Marítimo ,989756,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.298,211.0,2.952,STANDARD,18/09/2023,17/10/2023,29,29,
Importação,Marítimo ,989757,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.299,404.0,2.952,STANDARD,15/02/2023,16/03/2023,29,29,
Importação,Marítimo ,989758,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.300,137.0,2.952,STANDARD,25/01/2023,23/02/2023,29,29,
Importação,Marítimo ,989759,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.301,581.0,2.952,STANDARD,17/02/2023,18/03/2023,29,29,
Importação,Marítimo ,989760,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.302,616.0,2.952,STANDARD,09/05/2023,15/06/2023,37,29,
Importação,Marítimo ,989761,EXW,IE-Ireland,BR,Santos,4089,0010-9249-802.303,224.0,1.968,STANDARD,08/04/2023,07/05/2023,29,29,
Importação,Marítimo ,989762,EXW,IE-Ireland,BR,Santos,4089,0010-9249-802.304,598.0,2.952,STANDARD,24/08/2023,01/10/2023,38,29,
Importação,Marítimo ,989763,EXW,IE-Ireland,BR,Santos,4089,0010-9249-802.305,110.0,2.952,STANDARD,19/05/2023,18/06/2023,30,25,
Importação,Marítimo ,989764,EXW,IE-Ireland,BR,Santos,4089,0010-9249-802.306,246.0,2.952,STANDARD,30/03/2023,28/04/2023,29,25,
Importação,Marítimo ,989765,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.307,497.0,2.952,STANDARD,07/02/2023,08/03/2023,29,25,
Importação,Marítimo ,989766,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.308,291.0,2.952,STANDARD,24/03/2023,28/04/2023,35,25,
Importação,Marítimo ,989767,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.309,465.0,2.952,STANDARD,10/09/2023,09/10/2023,29,29,
Importação,Marítimo ,989768,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.310,117.0,2.952,STANDARD,23/11/2023,27/12/2023,34,29,
Importação,Marítimo ,989769,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.311,583.0,2.952,STANDARD,05/06/2023,08/07/2023,33,29,
Importação,Marítimo ,989770,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.312,116.0,2.952,STANDARD,07/01/2023,05/02/2023,29,29,
Importação,Marítimo ,989771,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.313,224.0,2.952,STANDARD,23/05/2023,24/06/2023,32,29,
Importação,Marítimo ,989772,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.314,257.0,2.952,STANDARD,03/05/2023,05/06/2023,33,29,
Importação,Marítimo ,989773,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.315,206.0,2.952,STANDARD,21/07/2023,22/08/2023,32,29,
Importação,Marítimo ,989774,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.316,424.0,2.952,STANDARD,19/02/2023,20/03/2023,29,29,
Importação,Marítimo ,989775,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.317,353.0,2.952,STANDARD,28/05/2023,26/06/2023,29,29,
Importação,Marítimo ,989776,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.318,131.0,1.968,STANDARD,29/12/2023,29/01/2024,31,29,
Importação,Marítimo ,989777,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.319,340.0,2.952,STANDARD,22/11/2023,21/12/2023,29,29,
Importação,Marítimo ,989778,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.320,230.0,2.952,STANDARD,28/03/2023,26/04/2023,29,29,
Importação,Marítimo ,989779,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.321,480.0,1.968,STANDARD,06/10/2023,04/11/2023,29,29,
Importação,Marítimo ,989780,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.322,225.0,2.952,STANDARD,23/11/2023,26/12/2023,33,29,
Importação,Marítimo ,989781,EXW,IE-Ireland,BR,Santos,4089,0010-9249-802.323,551.0,2.952,STANDARD,18/06/2023,17/07/2023,29,29,
Importação,Marítimo ,989782,EXW,IE-Ireland,BR,Santos,4089,0010-9249-802.324,419.0,2.952,STANDARD,20/06/2023,19/07/2023,29,29,
Importação,Marítimo ,989783,EXW,IE-Ireland,BR,Santos,4089,0010-9249-802.325,151.0,2.952,STANDARD,13/04/2023,12/05/2023,29,29,
Importação,Marítimo ,989784,EXW,IE-Ireland,BR,Santos,4089,0010-9249-802.326,500.0,2.952,STANDARD,05/11/2023,04/12/2023,29,29,
Importação,Marítimo ,989785,EXW,IE-Ireland,BR,Santos,4089,0010-9249-802.327,545.0,2.952,STANDARD,24/04/2023,23/05/2023,29,29,
Importação,Marítimo ,989786,EXW,IE-Ireland,BR,Santos,4089,0010-9249-802.328,604.0,2.952,STANDARD,06/01/2023,04/02/2023,29,29,
Importação,Marítimo ,989787,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.329,569.0,2.952,STANDARD,13/11/2023,12/12/2023,29,29,
Importação,Marítimo ,989788,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.330,282.0,2.952,STANDARD,27/10/2023,25/11/2023,29,29,
Importação,Marítimo ,989789,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.331,603.0,2.952,STANDARD,12/12/2023,10/01/2024,29,29,
Importação,Marítimo ,989790,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.332,609.0,2.952,STANDARD,23/12/2023,21/01/2024,29,29,
Importação,Marítimo ,989791,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.333,411.0,2.952,STANDARD,18/05/2023,21/06/2023,34,29,
Importação,Marítimo ,989792,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.334,337.0,2.952,STANDARD,22/02/2023,23/03/2023,29,29,
Importação,Marítimo ,989793,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.335,264.0,2.952,STANDARD,12/05/2023,10/06/2023,29,29,
Importação,Marítimo ,989794,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.336,573.0,1.968,STANDARD,10/04/2023,14/05/2023,34,29,
Importação,Marítimo ,989795,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.337,409.0,2.952,STANDARD,10/08/2023,08/09/2023,29,29,
Importação,Marítimo ,989796,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.338,428.0,2.952,STANDARD,10/08/2023,08/09/2023,29,29,
Importação,Marítimo ,989797,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.339,118.0,2.952,STANDARD,29/04/2023,28/05/2023,29,29,
Importação,Marítimo ,989798,EXW,IT-Italy,BR,Santos,4089,0010-9249-802.340,389.0,2.952,STANDARD,08/11/2023,07/12/2023,29,29,
Importação,Marítimo ,989799,EXW,IT-Italy,BR,Santos,4089,0010-9249-802.341,637.0,2.952,STANDARD,30/07/2023,28/08/2023,29,29,
Importação,Marítimo ,989800,EXW,IT-Italy,BR,Santos,4089,0010-9249-802.342,539.0,2.952,STANDARD,10/03/2023,15/04/2023,36,29,
Importação,Marítimo ,989801,EXW,IT-Italy,BR,Santos,4089,0010-9249-802.343,555.0,2.952,STANDARD,15/04/2023,14/05/2023,29,29,
Importação,Marítimo ,989802,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.344,417.0,2.952,STANDARD,09/07/2023,07/08/2023,29,29,
Importação,Marítimo ,989803,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.345,429.0,2.952,STANDARD,08/12/2023,06/01/2024,29,29,
Importação,Marítimo ,989804,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.346,524.0,2.952,STANDARD,07/07/2023,05/08/2023,29,29,
Importação,Marítimo ,989805,EXW,IT-Italy,BR,Santos,4089,0010-9249-802.347,613.0,2.952,STANDARD,07/06/2023,06/07/2023,29,29,
Importação,Marítimo ,989806,EXW,IT-Italy,BR,Santos,4089,0010-9249-802.348,464.0,2.952,STANDARD,18/02/2023,19/03/2023,29,29,
Importação,Marítimo ,989807,EXW,IT-Italy,BR,Santos,4089,0010-9249-802.349,558.0,2.952,STANDARD,28/09/2023,27/10/2023,29,29,
Importação,Marítimo ,989808,EXW,IT-Italy,BR,Santos,4089,0010-9249-802.350,521.0,1.968,STANDARD,11/05/2023,09/06/2023,29,29,
Importação,Marítimo ,989809,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.351,181.0,2.952,STANDARD,26/04/2023,25/05/2023,29,29,
Importação,Marítimo ,989810,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.352,470.0,2.952,STANDARD,22/04/2023,21/05/2023,29,29,
Importação,Marítimo ,989811,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.353,401.0,2.952,STANDARD,01/05/2023,30/05/2023,29,29,
Importação,Marítimo ,989812,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.354,586.0,2.952,STANDARD,22/12/2023,20/01/2024,29,29,
Importação,Marítimo ,989813,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.355,200.0,2.952,STANDARD,16/11/2023,15/12/2023,29,29,
Importação,Marítimo ,989814,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.356,348.0,2.952,STANDARD,17/02/2023,18/03/2023,29,29,
Importação,Marítimo ,989815,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.357,350.0,2.952,STANDARD,30/05/2023,28/06/2023,29,29,
Importação,Marítimo ,989816,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.358,564.0,2.952,STANDARD,16/03/2023,14/04/2023,29,29,
Importação,Marítimo ,989817,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.359,324.0,2.952,STANDARD,27/02/2023,28/03/2023,29,29,
Importação,Marítimo ,989818,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.360,637.0,2.952,STANDARD,26/06/2023,25/07/2023,29,29,
Importação,Marítimo ,989819,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.361,542.0,2.952,STANDARD,12/02/2023,13/03/2023,29,29,
Importação,Marítimo ,989820,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.362,395.0,2.952,STANDARD,10/01/2023,08/02/2023,29,29,
Importação,Marítimo ,989821,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.363,226.0,2.952,STANDARD,06/05/2023,13/06/2023,38,25,
Importação,Marítimo ,989822,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.364,182.0,2.952,STANDARD,04/04/2023,11/05/2023,37,25,
Importação,Marítimo ,989823,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.365,159.0,1.968,STANDARD,25/02/2023,26/03/2023,29,25,
Importação,Marítimo ,989824,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.366,632.0,2.952,STANDARD,25/10/2023,23/11/2023,29,25,
Importação,Marítimo ,989825,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.367,216.0,2.952,STANDARD,15/03/2023,13/04/2023,29,29,
Importação,Marítimo ,989826,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.368,173.0,2.952,STANDARD,17/08/2023,15/09/2023,29,29,
Importação,Marítimo ,989827,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.369,178.0,2.952,STANDARD,19/12/2023,18/01/2024,30,29,
Importação,Marítimo ,989828,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.370,564.0,2.952,STANDARD,21/01/2023,19/02/2023,29,29,
Importação,Marítimo ,989829,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.371,372.0,2.952,STANDARD,01/01/2023,30/01/2023,29,29,
Importação,Marítimo ,989830,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.372,110.0,2.952,STANDARD,27/12/2023,02/02/2024,37,29,
Importação,Marítimo ,989831,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.373,560.0,2.952,STANDARD,14/09/2023,13/10/2023,29,29,
Importação,Marítimo ,989832,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.374,336.0,2.952,STANDARD,16/09/2023,15/10/2023,29,29,
Importação,Marítimo ,989833,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.375,282.0,2.952,STANDARD,28/08/2023,26/09/2023,29,29,
Importação,Marítimo ,989834,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.376,151.0,2.952,STANDARD,02/10/2023,31/10/2023,29,29,
Importação,Marítimo ,989835,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.377,223.0,2.952,STANDARD,24/05/2023,01/07/2023,38,29,
Importação,Marítimo ,989836,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.378,267.0,2.952,STANDARD,14/01/2023,12/02/2023,29,29,
Importação,Marítimo ,989837,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.379,304.0,2.952,STANDARD,21/09/2023,20/10/2023,29,29,
Importação,Marítimo ,989838,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.380,417.0,1.968,STANDARD,14/03/2023,12/04/2023,29,29,
Importação,Marítimo ,989839,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.381,167.0,2.952,STANDARD,25/02/2023,26/03/2023,29,29,
Importação,Marítimo ,989840,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.382,257.0,2.952,STANDARD,17/09/2023,16/10/2023,29,29,
Importação,Marítimo ,989841,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.383,174.0,2.952,STANDARD,29/07/2023,27/08/2023,29,29,
Importação,Marítimo ,989842,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.384,286.0,2.952,STANDARD,12/01/2023,10/02/2023,29,29,
Importação,Marítimo ,989843,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.385,626.0,2.952,STANDARD,13/09/2023,13/10/2023,30,29,
Importação,Marítimo ,989844,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.386,268.0,2.952,STANDARD,11/07/2023,09/08/2023,29,29,
Importação,Marítimo ,989845,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.387,634.0,2.952,STANDARD,01/04/2023,03/05/2023,32,29,
Importação,Marítimo ,989846,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.388,351.0,2.952,STANDARD,20/06/2023,19/07/2023,29,29,
Importação,Marítimo ,989847,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.389,136.0,2.952,STANDARD,22/06/2023,21/07/2023,29,29,
Importação,Marítimo ,989848,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.390,550.0,2.952,STANDARD,26/11/2023,31/12/2023,35,29,
Importação,Marítimo ,989849,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.391,185.0,2.952,STANDARD,19/08/2023,17/09/2023,29,29,
Importação,Marítimo ,989850,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.392,457.0,2.952,STANDARD,28/05/2023,26/06/2023,29,29,
Importação,Marítimo ,989851,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.393,531.0,2.952,STANDARD,13/05/2023,11/06/2023,29,29,
Importação,Marítimo ,989852,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.394,190.0,2.952,STANDARD,12/08/2023,10/09/2023,29,29,
Importação,Marítimo ,989853,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.395,630.0,1.968,STANDARD,27/08/2023,26/09/2023,30,29,
Importação,Marítimo ,989854,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.396,622.0,2.952,STANDARD,03/02/2023,04/03/2023,29,29,
Importação,Marítimo ,989855,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.397,623.0,2.952,STANDARD,23/10/2023,21/11/2023,29,29,
Importação,Marítimo ,989856,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.398,628.0,2.952,STANDARD,29/01/2023,27/02/2023,29,29,
Importação,Marítimo ,989857,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.399,632.0,2.952,STANDARD,28/02/2023,03/04/2023,34,29,
Importação,Marítimo ,989858,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.400,487.0,2.952,STANDARD,15/12/2023,13/01/2024,29,29,
Importação,Marítimo ,989859,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.401,128.0,2.952,STANDARD,09/03/2023,07/04/2023,29,29,
Importação,Marítimo ,989860,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.402,629.0,2.952,STANDARD,14/06/2023,13/07/2023,29,29,
Importação,Marítimo ,989861,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.403,551.0,2.952,STANDARD,06/03/2023,04/04/2023,29,29,
Importação,Marítimo ,989862,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.404,399.0,2.952,STANDARD,15/10/2023,13/11/2023,29,29,
Importação,Marítimo ,989863,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.405,413.0,2.952,STANDARD,18/09/2023,17/10/2023,29,29,
Importação,Marítimo ,989864,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.406,571.0,2.952,STANDARD,13/05/2023,11/06/2023,29,29,
Importação,Marítimo ,989865,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.407,332.0,2.952,STANDARD,16/08/2023,14/09/2023,29,29,
Importação,Marítimo ,989866,EXW,DE-Germany,BR,Santos,4089,0010-9249-802.408,483.0,2.952,STANDARD,08/05/2023,06/06/2023,29,29,
